uid,paymentType,Payment
bhttg,type2,200
ikdts,type1,160
ikdts,type2,200
fsyqn,type1,160
fsyqn,type2,200
guqby,type1,160
nfmbt,type1,160
nfmbt,type2,200
rexgy,type1,160
vkewc,type1,160
vkewc,type2,200
ikqic,type2,200
fnryc,type1,160
fnryc,type2,200
mwuct,type1,160
mwuct,type2,200
dyjhy,type2,200
vewcl,type1,160
pqdks,type2,200
jgpyt,type1,160
jgpyt,type2,200
dtnoy,type1,160
dtnoy,type2,200
yyvgo,type2,200
gecbx,type1,160
pdqtb,type1,160
pdqtb,type2,200
qufre,type1,160
qufre,type2,200
qnbvr,type2,200
arbxh,type1,160
qxhff,type2,200
pmtbv,type1,160
pmtbv,type2,200
nwqkd,type1,160
nwqkd,type2,200
vodsu,type1,160
vodsu,type2,200
jwdme,type1,160
jwdme,type2,200
aipxj,type1,160
gjeff,type1,160
cfupv,type1,160
cfupv,type2,200
oiisr,type2,200
ntefj,type1,160
dtpgm,type2,200
ygxrb,type1,160
vloxo,type2,200
vyhil,type1,160
vyhil,type2,200
qbaar,type1,160
mdqcj,type2,200
xojgy,type1,160
fywhx,type1,160
vjiii,type1,160
vjiii,type2,200
filtn,type2,200
okcvi,type2,200
pblrp,type1,160
teagy,type2,200
rmscd,type1,160
rmscd,type2,200
hlldc,type1,160
hlldc,type2,200
erotn,type1,160
cgwpi,type1,160
ldpbm,type1,160
vtaau,type1,160
pbseq,type2,200
irwpd,type2,200
mnjha,type1,160
kogwr,type2,200
qugbs,type1,160
qugbs,type2,200
vaime,type1,160
mccna,type1,160
mccna,type2,200
thcur,type1,160
wflin,type1,160
yplao,type2,200
vyvpd,type2,200
hjaue,type1,160
hjaue,type2,200
fxmhm,type1,160
fxmhm,type2,200
jhitu,type1,160
liarb,type2,200
mfgli,type2,200
cyamo,type2,200
hwvjv,type1,160
rgurf,type1,160
luikw,type1,160
luikw,type2,200
xdyei,type2,200
mwxlb,type1,160
fclua,type1,160
ommca,type1,160
qlaqv,type1,160
lrlmq,type2,200
nbabg,type1,160
jmvnm,type1,160
gnglm,type2,200
papjf,type2,200
vljxn,type1,160
vljxn,type2,200
conrx,type2,200
fuxwj,type1,160
vfpma,type1,160
vfpma,type2,200
hqxrp,type1,160
vgomx,type2,200
teaay,type2,200
evwhc,type1,160
diblo,type1,160
jydxv,type2,200
tykbx,type1,160
tykbx,type2,200
qkxra,type2,200
anigm,type2,200
ilofm,type1,160
haaik,type2,200
ufsdc,type1,160
vxxbh,type1,160
ukyrg,type1,160
jnoye,type1,160
jnoye,type2,200
afawo,type1,160
slgtj,type1,160
slgtj,type2,200
vilfe,type1,160
ardfa,type1,160
ardfa,type2,200
pdlfi,type2,200
qfbtp,type2,200
ykfpx,type1,160
ykfpx,type2,200
vveir,type2,200
phtux,type1,160
yoolr,type1,160
qjrvs,type2,200
qdsou,type1,160
inhye,type2,200
iowul,type2,200
viqex,type1,160
viqex,type2,200
mbjbb,type2,200
irnup,type1,160
irnup,type2,200
wwkly,type1,160
bhyoa,type2,200
mydeu,type1,160
mydeu,type2,200
ecgvl,type2,200
mbmlu,type1,160
qywgd,type1,160
jjrbo,type1,160
nglwb,type2,200
ejskg,type1,160
tgttm,type2,200
inqmh,type1,160
inqmh,type2,200
sqyoh,type1,160
ddsor,type2,200
sfwrl,type1,160
sfwrl,type2,200
slbyb,type2,200
gbrfm,type1,160
gbrfm,type2,200
vgkbd,type1,160
vgkbd,type2,200
yqlgu,type1,160
yqlgu,type2,200
tuwle,type1,160
urtby,type2,200
rujys,type1,160
pghwi,type1,160
pghwi,type2,200
halim,type2,200
titly,type2,200
frsvn,type2,200
jivax,type2,200
hnqrs,type1,160
hnqrs,type2,200
ounxh,type1,160
rrkjb,type1,160
rrkjb,type2,200
jnjnl,type1,160
usjxq,type1,160
iehon,type1,160
iehon,type2,200
vxqtw,type1,160
vxqtw,type2,200
eopnc,type1,160
eopnc,type2,200
bhmrd,type1,160
bhmrd,type2,200
iycpu,type1,160
vpfrx,type2,200
bvxuh,type1,160
bvxuh,type2,200
lwkum,type1,160
gpdxr,type1,160
nnnat,type1,160
nnnat,type2,200
mmftw,type2,200
xkxkb,type1,160
xkxkb,type2,200
fqtne,type1,160
uvffr,type1,160
uuhda,type2,200
mrevl,type2,200
ktmxg,type1,160
ilfya,type2,200
sckro,type1,160
sckro,type2,200
ptyah,type2,200
jtxje,type1,160
jtxje,type2,200
paoxi,type2,200
looug,type2,200
kswda,type1,160
kswda,type2,200
cmjcr,type1,160
dwcme,type1,160
dwcme,type2,200
rbwpc,type1,160
tlbmp,type1,160
tssfm,type1,160
yojmj,type1,160
bvagj,type1,160
lfthb,type1,160
lfthb,type2,200
vbopn,type1,160
njngp,type2,200
smwft,type1,160
idpex,type1,160
mtpyc,type2,200
vckwl,type1,160
eowro,type2,200
nxbkw,type1,160
nxbkw,type2,200
xpsbf,type1,160
trxdg,type2,200
tdgnt,type2,200
nrqbn,type2,200
hesco,type2,200
gxedh,type2,200
evivm,type1,160
evivm,type2,200
mjrjq,type1,160
mjrjq,type2,200
ptxeb,type1,160
tlgkg,type2,200
ltoxh,type2,200
ackkx,type1,160
nbgbf,type1,160
lqjig,type1,160
lqjig,type2,200
ywess,type1,160
pskmj,type1,160
sxvlx,type1,160
sxvlx,type2,200
veofa,type2,200
lfxlx,type1,160
rebma,type1,160
rebma,type2,200
uisrb,type1,160
mdntj,type1,160
gwljj,type2,200
vyece,type1,160
vyece,type2,200
rugnp,type1,160
rugnp,type2,200
mcmgt,type2,200
etaup,type1,160
etaup,type2,200
gqvwy,type1,160
ehlet,type2,200
rceoe,type2,200
nucpj,type2,200
qbako,type2,200
cqmay,type2,200
vpott,type2,200
cqyxb,type1,160
cqyxb,type2,200
vbvtc,type2,200
qnjdp,type1,160
qyytl,type2,200
wefgs,type2,200
hounh,type1,160
hounh,type2,200
hwfjp,type1,160
gboqk,type1,160
fofcc,type1,160
fofcc,type2,200
vjuyh,type2,200
anyos,type2,200
iwftq,type2,200
agknl,type1,160
qcjul,type1,160
mmkds,type2,200
yvglv,type2,200
hwabn,type1,160
wqiex,type1,160
uxath,type2,200
lmpvi,type2,200
syeiv,type1,160
bcyig,type1,160
vlbhv,type1,160
xbnac,type1,160
gmutd,type1,160
gmutd,type2,200
harsu,type1,160
ebovg,type2,200
rlrxa,type1,160
rlrxa,type2,200
oucjw,type1,160
oucjw,type2,200
vcxmf,type2,200
wadax,type1,160
vyysl,type2,200
kcfvw,type1,160
mfkdx,type1,160
mfkdx,type2,200
tidej,type1,160
bchxm,type1,160
bchxm,type2,200
leicj,type1,160
eubrr,type1,160
eubrr,type2,200
pwlfu,type2,200
wdgjh,type1,160
hkcmi,type1,160
hkcmi,type2,200
hwgvr,type2,200
jcbjm,type1,160
wvxgr,type1,160
mxmqt,type2,200
lbydp,type2,200
fcunb,type2,200
cjnbu,type1,160
croja,type1,160
croja,type2,200
caqew,type1,160
caqew,type2,200
rsxwm,type1,160
grupo,type1,160
xrhqn,type1,160
fokee,type1,160
fokee,type2,200
vrebq,type2,200
bojqb,type2,200
acivy,type1,160
ufxcg,type1,160
crihf,type1,160
kwpbs,type1,160
kwpbs,type2,200
qsves,type1,160
bvlxo,type2,200
jaykr,type1,160
fhydq,type1,160
fhydq,type2,200
kkjeq,type2,200
cxaaw,type2,200
romnj,type1,160
nkaxk,type1,160
nkaxk,type2,200
fdvxa,type1,160
fdvxa,type2,200
gtjdj,type1,160
asave,type1,160
nkpul,type1,160
nkpul,type2,200
vlnew,type1,160
xflkb,type2,200
arfdn,type1,160
arfdn,type2,200
ofoqc,type2,200
tyxsl,type1,160
jcpic,type1,160
krtqu,type1,160
krtqu,type2,200
uetlp,type1,160
uetlp,type2,200
gwtqr,type2,200
xvxtd,type1,160
yxcxm,type1,160
mxptd,type1,160
krrhs,type1,160
hvywu,type1,160
hvywu,type2,200
isiqd,type1,160
isiqd,type2,200
wlyai,type1,160
wlyai,type2,200
ivyub,type1,160
mfpnj,type1,160
ihxty,type1,160
trqqo,type1,160
trqqo,type2,200
srmrp,type1,160
auobv,type1,160
otscf,type1,160
bwvgb,type1,160
khhoh,type2,200
uoyxt,type2,200
ucohf,type2,200
thcfl,type1,160
thcfl,type2,200
iyjiq,type1,160
iyjiq,type2,200
dfbab,type2,200
fxvyv,type1,160
klqlt,type2,200
xxopn,type1,160
xxevi,type1,160
xxevi,type2,200
lrnqp,type2,200
rlnxq,type1,160
dnjgx,type1,160
rjott,type1,160
rjott,type2,200
yhocb,type1,160
bllfy,type1,160
bllfy,type2,200
sdmim,type1,160
sdmim,type2,200
xgden,type1,160
xgden,type2,200
ttefb,type1,160
xnkra,type1,160
xnkra,type2,200
yduyy,type2,200
pfyrh,type2,200
lpmdy,type1,160
lpmdy,type2,200
xohxc,type1,160
mdysc,type2,200
ubmjp,type1,160
lxyqt,type1,160
lxyqt,type2,200
ccffp,type1,160
ccffp,type2,200
cjxgk,type1,160
qsmqr,type1,160
ixdkh,type1,160
ihsum,type1,160
ihsum,type2,200
bnkta,type2,200
eisio,type1,160
eatmm,type1,160
lalku,type2,200
sjnhy,type2,200
rygrg,type2,200
rsgvf,type1,160
rsgvf,type2,200
xmlrl,type1,160
xmlrl,type2,200
qyhbc,type2,200
mvlqt,type2,200
ectmr,type2,200
vajda,type2,200
ttlie,type1,160
hmvfa,type2,200
akqsa,type1,160
akqsa,type2,200
meyyf,type2,200
emkay,type1,160
aamni,type1,160
jhvvq,type1,160
pksns,type1,160
pksns,type2,200
ugfji,type1,160
fvgna,type1,160
fvgna,type2,200
wagjt,type2,200
jnxxi,type1,160
jnxxi,type2,200
ptwbe,type1,160
pmfyv,type1,160
dapad,type1,160
dapad,type2,200
rcbik,type1,160
rcbik,type2,200
rsgoc,type2,200
gdnui,type2,200
wnsjr,type1,160
qiygc,type1,160
qiygc,type2,200
qfckd,type1,160
otoya,type1,160
ygqad,type1,160
jdkar,type1,160
htrjf,type2,200
ssyxd,type1,160
ssyxd,type2,200
pmhqj,type2,200
nkbyr,type1,160
nkbyr,type2,200
uavux,type1,160
uavux,type2,200
bnryb,type1,160
bnryb,type2,200
fanqc,type1,160
fanqc,type2,200
yfdxw,type2,200
xbqwr,type1,160
nobbi,type1,160
nobbi,type2,200
mqmwh,type1,160
rbgns,type2,200
lvtxi,type1,160
lvtxi,type2,200
rficd,type1,160
rficd,type2,200
eawij,type2,200
idmyg,type1,160
idmyg,type2,200
gsjkl,type2,200
eiquh,type1,160
vcpqs,type1,160
xdqou,type1,160
xdqou,type2,200
wyhmp,type1,160
wyhmp,type2,200
vgjij,type1,160
vgjij,type2,200
nygtx,type1,160
honbk,type1,160
honbk,type2,200
kgyxp,type2,200
gkkhr,type1,160
pjrbh,type1,160
pjrbh,type2,200
iflwh,type2,200
sxjql,type1,160
sxjql,type2,200
fepow,type2,200
wwufb,type1,160
wwufb,type2,200
gxhan,type1,160
gxhan,type2,200
ercce,type2,200
qubda,type1,160
yrofd,type1,160
fcgqo,type1,160
fcgqo,type2,200
qhbig,type1,160
vtbjv,type1,160
vtbjv,type2,200
vemye,type1,160
vemye,type2,200
rcpsw,type1,160
ccmii,type1,160
ugdng,type2,200
onmlk,type1,160
xhtgs,type1,160
unvof,type1,160
hadhn,type1,160
pwagl,type1,160
pwagl,type2,200
nvjpv,type1,160
nvjpv,type2,200
fmdoj,type1,160
fmdoj,type2,200
codqq,type1,160
kgerj,type2,200
suljn,type1,160
upndd,type1,160
upndd,type2,200
wwhxt,type1,160
cfqes,type2,200
csemo,type1,160
csemo,type2,200
miofn,type1,160
miofn,type2,200
stull,type2,200
jdqdn,type2,200
bwhnw,type1,160
plmiu,type1,160
nunws,type1,160
nunws,type2,200
heieh,type1,160
obgkp,type1,160
obgkp,type2,200
adyrc,type1,160
adyrc,type2,200
emfvf,type2,200
nuroh,type2,200
icxas,type1,160
icxas,type2,200
jaqah,type1,160
jaqah,type2,200
rihkd,type1,160
ddiix,type1,160
ddiix,type2,200
wheoo,type1,160
gbqvl,type1,160
jxcrm,type1,160
jxcrm,type2,200
glqsk,type2,200
fdyby,type1,160
yqoyi,type1,160
yqoyi,type2,200
hmkjl,type1,160
pqgwu,type1,160
pqgwu,type2,200
mywsr,type1,160
uclde,type1,160
cpsfr,type1,160
imrli,type1,160
imrli,type2,200
sqpij,type1,160
pisom,type2,200
vegxc,type2,200
ptgjd,type1,160
mjbjc,type1,160
mjbjc,type2,200
ipsvk,type2,200
ugimv,type1,160
ugimv,type2,200
ibjwk,type1,160
ibjwk,type2,200
jbkqo,type1,160
mxwmw,type1,160
mxwmw,type2,200
hikjo,type2,200
qkyfm,type1,160
xymlt,type1,160
xymlt,type2,200
lewes,type1,160
airuf,type1,160
airuf,type2,200
ksctt,type2,200
fedca,type1,160
rrwkx,type1,160
jfucu,type2,200
lhlfx,type2,200
lhfmw,type1,160
lhfmw,type2,200
waydp,type1,160
waydp,type2,200
taekh,type1,160
wwclt,type1,160
rarvi,type2,200
treji,type2,200
otsvi,type2,200
djtfi,type2,200
tdfjw,type1,160
jqnuf,type2,200
hwavm,type1,160
hwavm,type2,200
uugge,type2,200
ayjac,type1,160
ayjac,type2,200
chxqp,type1,160
chxqp,type2,200
jpmrp,type1,160
givgs,type2,200
nulfo,type1,160
nulfo,type2,200
kdkrn,type1,160
bodyc,type1,160
bodyc,type2,200
kewal,type1,160
kewal,type2,200
lbpku,type2,200
oblwt,type2,200
ljyuq,type1,160
ljyuq,type2,200
mveny,type2,200
goqmn,type1,160
sxdya,type2,200
fxoal,type2,200
voyof,type2,200
qxdat,type2,200
taiix,type1,160
qvgih,type1,160
qvgih,type2,200
oagub,type1,160
sxevp,type2,200
wdimp,type1,160
wdimp,type2,200
kocoi,type1,160
kkade,type2,200
kvbgn,type1,160
kvbgn,type2,200
ypwdf,type1,160
jgcbn,type1,160
jgcbn,type2,200
vwwtx,type1,160
ssyxb,type2,200
btqkq,type1,160
btqkq,type2,200
bgdpp,type1,160
bgdpp,type2,200
vgfil,type2,200
yntfm,type1,160
yntfm,type2,200
kfwdp,type1,160
kfwdp,type2,200
uqwol,type1,160
uqwol,type2,200
bklar,type1,160
tolix,type2,200
vfdwi,type1,160
vfdwi,type2,200
kjujv,type1,160
kjujv,type2,200
vtnqn,type2,200
mupwk,type1,160
fqavm,type1,160
fqavm,type2,200
xskru,type2,200
njtwe,type2,200
drqjr,type1,160
drqjr,type2,200
kmnbp,type1,160
kmnbp,type2,200
iyxdb,type2,200
uwkny,type2,200
cnnow,type2,200
cbten,type2,200
qvodk,type1,160
nansf,type1,160
nansf,type2,200
kfwoc,type2,200
nepjg,type1,160
nepjg,type2,200
dcexf,type1,160
xjrbs,type1,160
xjrbs,type2,200
twimi,type1,160
twimi,type2,200
nevtr,type2,200
bnwug,type1,160
jxmks,type1,160
illav,type1,160
illav,type2,200
fxuqa,type1,160
fxuqa,type2,200
bpitc,type1,160
swefa,type2,200
ubbip,type1,160
ubbip,type2,200
dvpav,type2,200
udied,type1,160
udied,type2,200
pdfnc,type2,200
owqct,type1,160
owqct,type2,200
ytvkm,type1,160
ytvkm,type2,200
ixwjx,type2,200
mifnq,type1,160
mifnq,type2,200
rsklc,type1,160
rsklc,type2,200
gmpdl,type1,160
gmpdl,type2,200
mvtpx,type1,160
fonqe,type1,160
fonqe,type2,200
rdtdj,type2,200
uexkb,type1,160
deoge,type1,160
deoge,type2,200
bueil,type1,160
bueil,type2,200
ncxjb,type1,160
ncxjb,type2,200
fythv,type2,200
ehewu,type1,160
ehewu,type2,200
umtlt,type1,160
umtlt,type2,200
googm,type1,160
suevk,type1,160
puhoe,type1,160
wybne,type1,160
lgqtq,type1,160
lgqtq,type2,200
tyysk,type1,160
tyysk,type2,200
oddbt,type2,200
mketv,type1,160
mketv,type2,200
dprgh,type1,160
dprgh,type2,200
sbxmq,type1,160
sdqlx,type1,160
sdqlx,type2,200
jgech,type1,160
jgech,type2,200
cihpt,type2,200
hkdrb,type1,160
hkdrb,type2,200
ubjug,type2,200
ywotg,type2,200
txcdh,type1,160
txcdh,type2,200
ywlhv,type1,160
srwbb,type2,200
oievv,type1,160
hpuak,type1,160
ehygj,type1,160
ehygj,type2,200
vatjk,type1,160
vatjk,type2,200
nlidd,type2,200
mhvxh,type2,200
fiqke,type1,160
gblem,type1,160
pldhk,type2,200
xcgui,type1,160
xthrd,type2,200
licxy,type1,160
deilf,type2,200
lamrj,type1,160
ahikl,type1,160
rdgta,type1,160
ceffo,type1,160
msovg,type2,200
rfeti,type1,160
wospf,type2,200
jaqja,type1,160
jaqja,type2,200
fpugm,type2,200
xxctk,type2,200
yrabp,type1,160
uetef,type1,160
ypsno,type2,200
vjnss,type1,160
orner,type1,160
vdscv,type2,200
vboub,type2,200
sdfay,type1,160
sincl,type1,160
qfboc,type2,200
jyiuf,type2,200
kibir,type2,200
gixxb,type1,160
gixxb,type2,200
tauhu,type2,200
pgudj,type1,160
pgudj,type2,200
madxv,type1,160
amekr,type1,160
cvvcb,type1,160
bvrct,type1,160
bvrct,type2,200
jduwc,type2,200
qvqgb,type1,160
mcfye,type1,160
encbm,type1,160
volqo,type1,160
volqo,type2,200
fbfar,type1,160
vfhkp,type1,160
olasx,type1,160
bcwwo,type2,200
roxwr,type1,160
kkhct,type1,160
hwphl,type1,160
vxukk,type1,160
vxukk,type2,200
stenq,type1,160
stenq,type2,200
vwnge,type1,160
xfjoc,type2,200
ekrya,type2,200
jffmp,type2,200
ftywg,type2,200
wsryj,type1,160
wsryj,type2,200
novtw,type1,160
vlasd,type2,200
cswfk,type1,160
fxfyp,type2,200
qvvuy,type1,160
qqmdl,type2,200
kuvom,type1,160
pnajk,type1,160
iywih,type1,160
iywih,type2,200
rterp,type2,200
lbmcl,type1,160
lbmcl,type2,200
vnfpj,type1,160
vnfpj,type2,200
ruvuw,type1,160
ckdbf,type1,160
ckdbf,type2,200
dnwdc,type1,160
ngeav,type1,160
ngeav,type2,200
fttjs,type1,160
hpnla,type2,200
bxwal,type1,160
jldpv,type1,160
jldpv,type2,200
extun,type2,200
hbjpw,type2,200
pljxk,type1,160
gaabx,type1,160
tnahy,type1,160
tnahy,type2,200
qtpja,type1,160
pwshn,type1,160
pwshn,type2,200
ovpli,type2,200
odqbl,type1,160
siqsh,type2,200
bmtrc,type2,200
ckisi,type2,200
rivsa,type2,200
cswxq,type1,160
qdoey,type2,200
nnrwf,type1,160
nnrwf,type2,200
hjnjc,type1,160
jcdmt,type1,160
jcdmt,type2,200
ggfae,type1,160
yroom,type2,200
ywvqx,type1,160
jjjag,type1,160
wvmtw,type1,160
wvmtw,type2,200
cchow,type1,160
ndiyn,type1,160
upcfr,type1,160
wafdb,type2,200
ldndq,type2,200
pjjlg,type1,160
srdtj,type2,200
tcike,type1,160
tcike,type2,200
juywr,type1,160
juywr,type2,200
netft,type1,160
wwjps,type2,200
cawhq,type1,160
jbmqr,type1,160
jbmqr,type2,200
oxmkp,type1,160
kmybg,type2,200
gwqbv,type1,160
gwqbv,type2,200
suvce,type1,160
suvce,type2,200
kwalc,type1,160
qmlin,type1,160
ybxnu,type1,160
ybxnu,type2,200
ltpfy,type2,200
jgcwv,type1,160
ouxxr,type1,160
ouxxr,type2,200
ghxtq,type1,160
sjnde,type2,200
wkmqi,type1,160
sihbv,type1,160
sihbv,type2,200
dvlvo,type1,160
dvlvo,type2,200
yfrji,type1,160
yfrji,type2,200
ajbvq,type2,200
iyslu,type1,160
gkbwk,type2,200
ltmmu,type2,200
gvemn,type1,160
gvemn,type2,200
mweci,type2,200
uyvyg,type2,200
bxmsy,type1,160
bnakx,type2,200
vrmxj,type1,160
cjakw,type1,160
cjakw,type2,200
hjpqj,type2,200
bqywb,type1,160
ugbcy,type1,160
tjdhj,type1,160
cngfv,type2,200
oppeb,type1,160
oppeb,type2,200
xcwht,type1,160
uvrus,type2,200
njkoo,type1,160
njkoo,type2,200
ojhir,type1,160
rxwop,type1,160
rxwop,type2,200
fqewf,type1,160
wngic,type1,160
pcusb,type1,160
pcusb,type2,200
uysnw,type2,200
sgthe,type1,160
xelpt,type2,200
ukgce,type2,200
rwool,type1,160
rwool,type2,200
uklaf,type2,200
jsntr,type2,200
qmttm,type1,160
wipes,type1,160
wipes,type2,200
dpdyq,type1,160
dpdyq,type2,200
kkhvf,type1,160
kkhvf,type2,200
yobjq,type2,200
xmxvu,type1,160
vruhb,type2,200
eiqxq,type1,160
eiqxq,type2,200
vgypl,type2,200
rtvjj,type2,200
pfrat,type1,160
pfrat,type2,200
mvsul,type1,160
mvsul,type2,200
aifyk,type1,160
baoqw,type1,160
nouaq,type1,160
fvsjo,type2,200
epnle,type1,160
vaoek,type1,160
vaoek,type2,200
qfvbu,type2,200
mnkin,type1,160
mnkin,type2,200
uxmpx,type1,160
eirpn,type2,200
ajgur,type1,160
ajgur,type2,200
swqxs,type2,200
bmwyr,type2,200
ddtfo,type1,160
ddtfo,type2,200
pxwng,type1,160
pxwng,type2,200
mkbij,type1,160
mkbij,type2,200
lfpqt,type1,160
tyqkw,type2,200
jmywl,type1,160
anetd,type2,200
wmlas,type1,160
brmtg,type1,160
avaya,type2,200
awurt,type2,200
fmmoq,type1,160
fmmoq,type2,200
kkdck,type1,160
kkdck,type2,200
fdbcm,type2,200
omwnp,type1,160
qkpem,type1,160
apqli,type1,160
exuyq,type1,160
exuyq,type2,200
kijbp,type2,200
ocbdb,type2,200
wnsvu,type1,160
wnsvu,type2,200
pkujr,type1,160
ihnjv,type1,160
ihnjv,type2,200
jjuhv,type2,200
yblio,type1,160
hsmaf,type1,160
ctaiq,type1,160
ctaiq,type2,200
hstha,type1,160
vfdkj,type1,160
wvnmd,type1,160
wvnmd,type2,200
qvqup,type1,160
upehy,type1,160
upehy,type2,200
nbpli,type1,160
besey,type1,160
rqaom,type1,160
jmvdx,type2,200
tyyqb,type2,200
rodph,type1,160
rodph,type2,200
mpkqe,type1,160
mpkqe,type2,200
kolsn,type1,160
ljgie,type1,160
yhjdj,type1,160
toxlh,type2,200
vijow,type2,200
iyqua,type2,200
fjxav,type2,200
pnrwi,type1,160
upmfc,type2,200
pvwks,type2,200
uxesr,type1,160
pvxew,type1,160
pvxew,type2,200
ekqrq,type1,160
ekqrq,type2,200
kbqbq,type1,160
tvyvf,type1,160
tvyvf,type2,200
ypenc,type1,160
ypenc,type2,200
afpum,type2,200
iwdej,type1,160
bxtyh,type1,160
bxtyh,type2,200
uyfxp,type1,160
uyfxp,type2,200
owvoh,type1,160
owvoh,type2,200
ynrpm,type1,160
sjwvj,type2,200
mmrox,type1,160
mmrox,type2,200
aybxq,type1,160
aybxq,type2,200
jjqpj,type1,160
pvdoa,type2,200
tpjjh,type1,160
tpjjh,type2,200
nhryg,type1,160
jitvy,type1,160
jitvy,type2,200
trybc,type1,160
trybc,type2,200
mvuhc,type1,160
mvuhc,type2,200
imqua,type1,160
jruhf,type2,200
gusxh,type2,200
dtuis,type2,200
okenl,type2,200
cwghr,type2,200
pqpev,type1,160
pqpev,type2,200
juqib,type1,160
sagts,type1,160
mbfwd,type1,160
pccjq,type1,160
clquf,type1,160
clquf,type2,200
misiv,type1,160
rxjbp,type1,160
yfnev,type1,160
yfnev,type2,200
penug,type1,160
hrrnw,type2,200
urilm,type2,200
tsddl,type1,160
unawi,type1,160
xkori,type2,200
bietw,type2,200
bpigr,type1,160
thoai,type1,160
thoai,type2,200
ourqj,type1,160
ourqj,type2,200
loghn,type2,200
urtdr,type2,200
uppdu,type1,160
loxak,type1,160
ceonk,type1,160
evnhe,type1,160
nejyb,type2,200
rucge,type1,160
mwijr,type2,200
qcpqp,type2,200
xgrid,type2,200
ralwi,type1,160
gnbex,type2,200
mcvmc,type2,200
gonpa,type2,200
nmxax,type1,160
nmxax,type2,200
cpiym,type1,160
cpiym,type2,200
shgir,type1,160
jellw,type1,160
jellw,type2,200
verxm,type1,160
verxm,type2,200
orufo,type1,160
jcjjj,type1,160
usktg,type1,160
dorui,type1,160
wmjpy,type1,160
wmjpy,type2,200
oauyj,type2,200
xyexj,type2,200
mslcs,type2,200
eyamj,type2,200
ysqtl,type1,160
awtrt,type1,160
vaahk,type1,160
vaahk,type2,200
hsjid,type1,160
hsjid,type2,200
tdobg,type1,160
tdobg,type2,200
qrdpq,type1,160
biwwm,type2,200
dwhtq,type1,160
gotgu,type2,200
fkuxg,type1,160
nlsae,type1,160
kftfy,type2,200
rjhil,type1,160
vlvfk,type2,200
rajrr,type1,160
wbcnq,type2,200
opudu,type1,160
tfsca,type2,200
xulij,type1,160
rvkio,type2,200
lltpf,type1,160
ifepp,type1,160
ifepp,type2,200
xbwpr,type1,160
jafeu,type1,160
ggwih,type1,160
ggwih,type2,200
pmtrv,type1,160
eqkdq,type1,160
ikvrr,type1,160
rucok,type2,200
jehpo,type1,160
jehpo,type2,200
ltwft,type1,160
ilggp,type2,200
oquwi,type1,160
rbfib,type2,200
fhpfw,type1,160
fhpfw,type2,200
uwtns,type2,200
vmqio,type1,160
vmqio,type2,200
mhklo,type2,200
rlbww,type1,160
qujgs,type2,200
xxygb,type1,160
bvodg,type1,160
auxus,type1,160
ratpc,type2,200
qqxwt,type1,160
gnfef,type2,200
ajroh,type1,160
ajroh,type2,200
gydtv,type1,160
icmrs,type2,200
hmpxk,type1,160
hmpxk,type2,200
egenj,type1,160
wfejt,type1,160
wfejt,type2,200
sadgl,type2,200
uwbtq,type2,200
achqw,type2,200
eaiwh,type1,160
lynjt,type1,160
mymye,type2,200
wquqn,type1,160
udrol,type1,160
udrol,type2,200
xwbrn,type1,160
xwbrn,type2,200
ooctt,type2,200
vuxee,type1,160
klyki,type1,160
klyki,type2,200
qebyp,type2,200
plyxm,type1,160
jxccw,type1,160
jxccw,type2,200
lhtku,type1,160
ckjqv,type1,160
ckjqv,type2,200
fqlif,type1,160
bnxoq,type2,200
upfwa,type1,160
xbajc,type2,200
dcxbh,type1,160
dcxbh,type2,200
knxqs,type1,160
vkyyg,type1,160
vkyyg,type2,200
rjath,type2,200
yryho,type1,160
thjvn,type1,160
thjvn,type2,200
ggcox,type1,160
ggcox,type2,200
urauy,type2,200
yukqe,type2,200
yieyd,type2,200
hkgqq,type1,160
gugsl,type2,200
lynwp,type1,160
iemfk,type1,160
iemfk,type2,200
tpvra,type1,160
tpvra,type2,200
julcg,type2,200
hwier,type1,160
hwier,type2,200
emqjg,type1,160
emqjg,type2,200
fneaq,type1,160
fneaq,type2,200
knunv,type1,160
bghwm,type1,160
dlwtd,type1,160
jmfyg,type1,160
jmfyg,type2,200
dgpko,type1,160
fqpcs,type1,160
xilrw,type2,200
rywoo,type1,160
trjvb,type1,160
mtgeh,type2,200
gpbrq,type1,160
gpbrq,type2,200
wthdo,type2,200
kcrse,type2,200
lyvcm,type1,160
notjk,type1,160
yswnx,type2,200
cqvgh,type2,200
vtagr,type1,160
blque,type2,200
vafjg,type1,160
vafjg,type2,200
brika,type2,200
hptto,type1,160
htqvu,type2,200
xaiwp,type1,160
xaiwp,type2,200
jcvjs,type1,160
jcvjs,type2,200
ormtf,type2,200
vexxb,type2,200
dmxtn,type1,160
nkkml,type1,160
oxgyc,type1,160
lkqwf,type1,160
lkqwf,type2,200
unkrc,type2,200
adpiq,type1,160
adpiq,type2,200
dfcgq,type1,160
amnsq,type1,160
ipwcr,type2,200
vmarf,type1,160
vmarf,type2,200
sqdln,type1,160
iyvdk,type1,160
iyvdk,type2,200
cxfxy,type2,200
vpfku,type1,160
letrq,type1,160
letrq,type2,200
lpdyu,type2,200
jtxls,type1,160
pluao,type1,160
asqde,type1,160
asqde,type2,200
qdhvm,type2,200
egbkn,type1,160
enyib,type2,200
nbgbq,type1,160
prigu,type1,160
fskbg,type2,200
pvoky,type2,200
uopnq,type1,160
